City_ID,City,Country,Date,Humidity,Lat,Lng,Max Temp,Cloudiness,Wind Speed
255,Kulu,TR,2021-09-14 20:01:22,71,39.0951,33.0799,63.0,93,14.47
256,Carndonagh,IE,2021-09-14 20:01:22,95,55.25,-7.2667,62.22,8,1.57
257,Kahului,US,2021-09-14 19:57:44,88,20.8947,-156.47,79.54,9,9.06
258,Ulladulla,AU,2021-09-14 20:01:23,71,-35.35,150.4667,49.08,99,9.89
259,Bongandanga,CD,2021-09-14 20:01:23,68,1.5,21.05,77.43,93,2.86
260,Pleshanovo,RU,2021-09-14 20:01:24,33,52.8333,53.4833,59.79,63,10.16
261,Tuy Hoa,VN,2021-09-14 20:01:24,91,13.0833,109.3,77.94,100,6.67
262,Havre-Saint-Pierre,CA,2021-09-14 20:01:25,46,50.2334,-63.5986,53.92,46,7.36
263,Vardo,NO,2021-09-14 19:53:36,81,70.3705,31.1107,40.98,75,6.91
264,Dudinka,RU,2021-09-14 20:01:25,92,69.4058,86.1778,40.96,100,6.08
265,Fougamou,GA,2021-09-14 20:01:25,94,-1.2154,10.5838,75.36,95,2.68
266,Kungurtug,RU,2021-09-14 20:01:26,70,50.5994,97.5228,38.41,26,1.32
267,Xining,CN,2021-09-14 19:53:20,96,36.6167,101.7667,52.9,100,2.59
268,Anadyr,RU,2021-09-14 20:01:10,67,64.75,177.4833,36.5,99,9.22
269,Evensk,RU,2021-09-14 20:01:27,67,61.95,159.2333,43.65,25,6.31
270,Rio Grande,BR,2021-09-14 19:58:04,80,-32.035,-52.0986,66.31,100,15.1
271,Bukachacha,RU,2021-09-14 20:01:27,96,52.9833,116.9167,49.3,100,2.64
272,Ban Tak,TH,2021-09-14 20:01:28,95,17.0432,99.0813,75.36,100,3.02
273,Banda Aceh,ID,2021-09-14 20:01:28,73,5.5577,95.3222,79.7,100,5.06
274,Champoton,MX,2021-09-14 20:01:29,51,19.35,-90.7167,90.77,100,8.66
275,Lana,IT,2021-09-14 20:01:29,73,46.6124,11.1559,70.07,100,2.26
276,Naze,JP,2021-09-14 20:01:29,84,28.3667,129.4833,79.16,100,15.99
277,Basco,PH,2021-09-14 20:01:30,78,20.4487,121.9702,83.41,100,8.08
278,Xiaoweizhai,CN,2021-09-14 20:01:30,98,26.1903,107.5125,69.22,10,1.52
279,Morro Bay,US,2021-09-14 19:56:36,62,35.3658,-120.8499,95.38,25,7.0
280,Stornoway,GB,2021-09-14 19:52:21,100,58.2093,-6.3865,58.93,75,4.61
281,Methven,NZ,2021-09-14 20:01:31,74,-43.6333,171.65,29.91,6,3.18
282,Komsomolskiy,UZ,2021-09-14 19:53:51,37,40.4272,71.7189,67.42,0,9.22
283,Caceres,ES,2021-09-14 20:01:32,80,39.522,-6.3748,61.81,100,5.82
284,Port Lincoln,AU,2021-09-14 19:52:13,74,-34.7333,135.8667,51.94,7,9.51
285,Vila Franca Do Campo,PT,2021-09-14 19:52:04,76,37.7167,-25.4333,72.01,20,5.17
286,San Quintin,MX,2021-09-14 20:01:32,61,30.4833,-115.95,76.57,0,12.73
287,Agadir,MA,2021-09-14 19:53:02,77,30.4202,-9.5982,73.85,2,6.64
288,Ngunguru,NZ,2021-09-14 20:01:33,91,-35.6167,174.5,61.16,100,6.67
289,Zyryanka,RU,2021-09-14 20:01:33,66,65.75,150.85,45.64,100,7.09
290,Imbituba,BR,2021-09-14 19:54:10,94,-28.24,-48.6703,71.49,100,11.05
291,Maneadero,MX,2021-09-14 20:01:34,77,31.7167,-116.5667,81.19,8,5.01
292,Geraldton,AU,2021-09-14 19:52:25,93,-28.7667,114.6,48.61,75,8.05
